label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
Hello,0.0,0.0,0.0,-0.29123109579086304,-0.09540404379367828,-0.15083743631839752,-0.5639645457267761,-0.3150585889816284,-0.2628069221973419,-0.7797409296035767,-0.49877089262008667,-0.36124980449676514,-0.974023163318634,-0.6313334703445435,-0.46355322003364563,-0.4328915774822235,-0.8826988339424133,-0.21871700882911682,-0.5555199384689331,-1.2784619331359863,-0.34209033846855164,-0.6201967000961304,-1.526822805404663,-0.43365198373794556,-0.6687775254249573,-1.758144736289978,-0.5044695734977722,-0.24627329409122467,-0.9405012130737305,-0.2341088205575943,-0.33492618799209595,-1.3802831172943115,-0.3507438898086548,-0.3836246728897095,-1.6680916547775269,-0.44176480174064636,-0.4237419366836548,-1.9408514499664307,-0.5105136632919312,-0.053452711552381516,-0.8743062019348145,-0.2637312114238739,-0.08147560805082321,-1.3001086711883545,-0.3884981870651245,-0.10900342464447021,-1.5682538747787476,-0.4791560471057892,-0.143306165933609,-1.8218210935592651,-0.5412970781326294,0.13906359672546387,-0.731285572052002,-0.30258744955062866,0.20228709280490875,-1.0413278341293335,-0.4195844829082489,0.23047462105751038,-1.2613989114761353,-0.4858630299568176,0.24114026129245758,-1.4860445261001587,-0.5311893224716187
Hello,0.0,0.0,0.0,-0.2905055284500122,-0.09456237405538559,-0.1521969437599182,-0.5640833973884583,-0.31582435965538025,-0.2646421194076538,-0.7804761528968811,-0.5000205039978027,-0.3631129860877991,-0.9742745757102966,-0.6340254545211792,-0.4652762711048126,-0.43266037106513977,-0.8829628825187683,-0.2192445695400238,-0.5554624795913696,-1.2773243188858032,-0.34170112013816833,-0.6200410723686218,-1.524522304534912,-0.43290963768959045,-0.6686541438102722,-1.7540401220321655,-0.5036340355873108,-0.24558116495609283,-0.9408323168754578,-0.23350492119789124,-0.33480334281921387,-1.3793761730194092,-0.34913963079452515,-0.383043497800827,-1.6660927534103394,-0.43950155377388,-0.4220711290836334,-1.9367969036102295,-0.5080175995826721,-0.052401624619960785,-0.8745192885398865,-0.2620915174484253,-0.08262193202972412,-1.300623893737793,-0.3858092427253723,-0.10958229750394821,-1.567900538444519,-0.47577881813049316,-0.1425512582063675,-1.819650650024414,-0.5378162860870361,0.14072108268737793,-0.7312792539596558,-0.30002912878990173,0.2035181224346161,-1.040949821472168,-0.41635754704475403,0.23247715830802917,-1.2600657939910889,-0.4821174442768097,0.2445446252822876,-1.4830631017684937,-0.5272658467292786
Hello,0.0,0.0,0.0,-0.2843308746814728,-0.10420871526002884,-0.1453646719455719,-0.5617656707763672,-0.3285292088985443,-0.2552887201309204,-0.7786123156547546,-0.5068749785423279,-0.35317254066467285,-0.9708645939826965,-0.6385407447814941,-0.4549640715122223,-0.42753785848617554,-0.8863736391067505,-0.2187298983335495,-0.5479506850242615,-1.2877519130706787,-0.34398210048675537,-0.6104477643966675,-1.5357387065887451,-0.4361377954483032,-0.660793125629425,-1.7645193338394165,-0.5063579678535461,-0.24452179670333862,-0.9402667880058289,-0.23687021434307098,-0.3261354863643646,-1.386223554611206,-0.3520578145980835,-0.37385621666908264,-1.6734050512313843,-0.4395379424095154,-0.41612398624420166,-1.9426484107971191,-0.5064918994903564,-0.05382678285241127,-0.8766400218009949,-0.26916006207466125,-0.07465621083974838,-1.3079687356948853,-0.38770484924316406,-0.09880894422531128,-1.5782463550567627,-0.47227743268013,-0.13307592272758484,-1.832975149154663,-0.5322886109352112,0.13919977843761444,-0.734110951423645,-0.311374694108963,0.20910072326660156,-1.045752763748169,-0.42162641882896423,0.24047301709651947,-1.265320897102356,-0.4829525053501129,0.25099506974220276,-1.4873024225234985,-0.5260170102119446
Hello,0.0,0.0,0.0,-0.28252601623535156,-0.10248570144176483,-0.14755475521087646,-0.5610233545303345,-0.32743096351623535,-0.25921809673309326,-0.778480052947998,-0.5072460770606995,-0.35849153995513916,-0.9718611836433411,-0.6406236886978149,-0.4620405435562134,-0.42643794417381287,-0.8845908045768738,-0.22598505020141602,-0.5482385158538818,-1.2897502183914185,-0.35399097204208374,-0.6115543246269226,-1.54096257686615,-0.44716310501098633,-0.6614492535591125,-1.772310495376587,-0.5181043744087219,-0.24185128509998322,-0.9390922784805298,-0.2441590577363968,-0.3250427842140198,-1.387970209121704,-0.36285072565078735,-0.37213319540023804,-1.6775946617126465,-0.4517073631286621,-0.4125891327857971,-1.9486634731292725,-0.5196412801742554,-0.050141990184783936,-0.8754997253417969,-0.27643927931785583,-0.07136394083499908,-1.308542013168335,-0.39850106835365295,-0.09607523679733276,-1.5814530849456787,-0.48440518975257874,-0.1303260624408722,-1.8388338088989258,-0.5452699065208435,0.1438087671995163,-0.7331943511962891,-0.31861668825149536,0.2132086455821991,-1.045965313911438,-0.4322049617767334,0.24424047768115997,-1.2671550512313843,-0.495288610458374,0.2548558712005615,-1.4913686513900757,-0.5395971536636353
Hello,0.0,0.0,0.0,-0.2836132347583771,-0.10095450282096863,-0.14903894066810608,-0.5565381646156311,-0.32478073239326477,-0.2620430290699005,-0.7731015682220459,-0.507942795753479,-0.36264389753341675,-0.9674023389816284,-0.6339766383171082,-0.4676460921764374,-0.4296813905239105,-0.8858166337013245,-0.2255857139825821,-0.5497229695320129,-1.2868131399154663,-0.3532712757587433,-0.6122333407402039,-1.534348964691162,-0.4468899369239807,-0.6619722843170166,-1.765331506729126,-0.5186050534248352,-0.2450484037399292,-0.9384477138519287,-0.24344822764396667,-0.32639092206954956,-1.3815913200378418,-0.36314311623573303,-0.3742184042930603,-1.6690430641174316,-0.453743040561676,-0.41775399446487427,-1.9411319494247437,-0.5226944088935852,-0.05291216820478439,-0.8718848824501038,-0.2754780650138855,-0.07565393298864365,-1.2987641096115112,-0.39935341477394104,-0.10147640109062195,-1.568541407585144,-0.4876202344894409,-0.13814516365528107,-1.8237357139587402,-0.5494133234024048,0.14021019637584686,-0.7274572253227234,-0.31727591156959534,0.20989465713500977,-1.0403592586517334,-0.43144726753234863,0.24114614725112915,-1.2604330778121948,-0.4959142208099365,0.2515832781791687,-1.484141230583191,-0.5412744283676147
Hello,0.0,0.0,0.0,-0.28135359287261963,-0.1022549718618393,-0.15017998218536377,-0.5544774532318115,-0.3269354999065399,-0.26324495673179626,-0.7715021371841431,-0.5098181366920471,-0.3635181486606598,-0.9658564329147339,-0.6377760767936707,-0.46806514263153076,-0.42491263151168823,-0.8858814239501953,-0.22652216255664825,-0.54652339220047,-1.2872486114501953,-0.35459351539611816,-0.6098145246505737,-1.5364707708358765,-0.4484562873840332,-0.6592916250228882,-1.7682850360870361,-0.5204471945762634,-0.24065551161766052,-0.9395319819450378,-0.24364840984344482,-0.3233858346939087,-1.3812611103057861,-0.36327922344207764,-0.37148165702819824,-1.6681076288223267,-0.45348280668258667,-0.41386082768440247,-1.9396564960479736,-0.5223770141601562,-0.049111027270555496,-0.8745397925376892,-0.27512800693511963,-0.07131204009056091,-1.3022420406341553,-0.3989439308643341,-0.09718687832355499,-1.572688102722168,-0.4865085184574127,-0.1338985413312912,-1.828824520111084,-0.5482273697853088,0.14423014223575592,-0.7312140464782715,-0.31657373905181885,0.2142557054758072,-1.042302131652832,-0.4310549795627594,0.24533437192440033,-1.2626959085464478,-0.4955301880836487,0.2551296353340149,-1.4869121313095093,-0.5410849452018738
Hello,0.0,0.0,0.0,-0.2835977077484131,-0.10097984969615936,-0.14867395162582397,-0.5572174191474915,-0.32420632243156433,-0.26186543703079224,-0.773722231388092,-0.504685640335083,-0.3626931607723236,-0.9693982601165771,-0.633784294128418,-0.4681241512298584,-0.4301086962223053,-0.884425938129425,-0.2268163114786148,-0.5516130328178406,-1.2858755588531494,-0.35517174005508423,-0.6143996715545654,-1.5338950157165527,-0.449317067861557,-0.6649560928344727,-1.765300989151001,-0.5213332176208496,-0.24631033837795258,-0.9376485347747803,-0.24524791538715363,-0.3288184106349945,-1.3819316625595093,-0.3658432960510254,-0.3775327205657959,-1.670408010482788,-0.4570063650608063,-0.42230919003486633,-1.9434007406234741,-0.5263661742210388,-0.05469249561429024,-0.8720911145210266,-0.27783212065696716,-0.07801958173513412,-1.301329493522644,-0.40272483229637146,-0.10425246506929398,-1.5721080303192139,-0.4922977089881897,-0.14162485301494598,-1.8292005062103271,-0.5551339983940125,0.13786481320858002,-0.7282401323318481,-0.3199995756149292,0.20695102214813232,-1.0418115854263306,-0.43526315689086914,0.23850424587726593,-1.2619762420654297,-0.5007237195968628,0.2488895058631897,-1.4868760108947754,-0.5469722747802734
Hello,0.0,0.0,0.0,-0.2831767797470093,-0.0985671728849411,-0.15335588157176971,-0.5568376183509827,-0.3207836449146271,-0.26824864745140076,-0.7731934785842896,-0.5050111413002014,-0.3697015941143036,-0.9667875170707703,-0.6374741792678833,-0.47525858879089355,-0.4267140030860901,-0.884865403175354,-0.22784322500228882,-0.5497443079948425,-1.2862167358398438,-0.3564262390136719,-0.6143677830696106,-1.534597635269165,-0.4509463608264923,-0.6639180779457092,-1.7663408517837524,-0.5235456824302673,-0.24251289665699005,-0.9390242695808411,-0.24376383423805237,-0.326532781124115,-1.3809332847595215,-0.3641119599342346,-0.3751536011695862,-1.668105125427246,-0.4555380642414093,-0.41719523072242737,-1.9388214349746704,-0.5252165198326111,-0.05055272951722145,-0.8728433847427368,-0.2743332087993622,-0.07458595931529999,-1.3038160800933838,-0.3996601402759552,-0.10121308267116547,-1.5740717649459839,-0.489146888256073,-0.13676759600639343,-1.8293119668960571,-0.5519506335258484,0.14326994121074677,-0.7279602289199829,-0.3149011731147766,0.21059834957122803,-1.0385303497314453,-0.4316812753677368,0.24174869060516357,-1.2583091259002686,-0.49803686141967773,0.25386473536491394,-1.4828284978866577,-0.5446170568466187
Hello,0.0,0.0,0.0,-0.2831767797470093,-0.0985671728849411,-0.15335588157176971,-0.5568376183509827,-0.3207836449146271,-0.26824864745140076,-0.7731934785842896,-0.5050111413002014,-0.3697015941143036,-0.9667875170707703,-0.6374741792678833,-0.47525858879089355,-0.4267140030860901,-0.884865403175354,-0.22784322500228882,-0.5497443079948425,-1.2862167358398438,-0.3564262390136719,-0.6143677830696106,-1.534597635269165,-0.4509463608264923,-0.6639180779457092,-1.7663408517837524,-0.5235456824302673,-0.24251289665699005,-0.9390242695808411,-0.24376383423805237,-0.326532781124115,-1.3809332847595215,-0.3641119599342346,-0.3751536011695862,-1.668105125427246,-0.4555380642414093,-0.41719523072242737,-1.9388214349746704,-0.5252165198326111,-0.05055272951722145,-0.8728433847427368,-0.2743332087993622,-0.07458595931529999,-1.3038160800933838,-0.3996601402759552,-0.10121308267116547,-1.5740717649459839,-0.489146888256073,-0.13676759600639343,-1.8293119668960571,-0.5519506335258484,0.14326994121074677,-0.7279602289199829,-0.3149011731147766,0.21059834957122803,-1.0385303497314453,-0.4316812753677368,0.24174869060516357,-1.2583091259002686,-0.49803686141967773,0.25386473536491394,-1.4828284978866577,-0.5446170568466187
Hello,0.0,0.0,0.0,-0.2833670377731323,-0.1008094772696495,-0.1491040140390396,-0.5564859509468079,-0.3248440623283386,-0.2614259421825409,-0.7714081406593323,-0.507869303226471,-0.3610738217830658,-0.9655826091766357,-0.6344342827796936,-0.46509212255477905,-0.42761853337287903,-0.8858826160430908,-0.22430084645748138,-0.5489532351493835,-1.2866852283477783,-0.35144323110580444,-0.6122099161148071,-1.5343685150146484,-0.44499707221984863,-0.6616013050079346,-1.7653948068618774,-0.516867458820343,-0.24390187859535217,-0.9392086267471313,-0.24165873229503632,-0.3269783854484558,-1.381335735321045,-0.36044132709503174,-0.37534812092781067,-1.6679686307907104,-0.4507424831390381,-0.4180271029472351,-1.9385367631912231,-0.5197268724441528,-0.05223013088107109,-0.8729507327079773,-0.2732550799846649,-0.07647214084863663,-1.3022034168243408,-0.3963407576084137,-0.10240911692380905,-1.571359634399414,-0.48485296964645386,-0.13821890950202942,-1.8253518342971802,-0.5472626686096191,0.14143991470336914,-0.7280377149581909,-0.31463178992271423,0.20936205983161926,-1.038501262664795,-0.4288671314716339,0.24000759422779083,-1.2573069334030151,-0.49393510818481445,0.25028666853904724,-1.4805160760879517,-0.539922297000885
Hello,0.0,0.0,0.0,-0.2853752672672272,-0.1011846512556076,-0.14982493221759796,-0.5570846796035767,-0.32664546370506287,-0.26223844289779663,-0.7713419795036316,-0.5103331208229065,-0.3619069755077362,-0.9657682180404663,-0.6339007019996643,-0.4661341905593872,-0.4280983805656433,-0.8842295408248901,-0.2258673459291458,-0.5482081174850464,-1.2804218530654907,-0.35388827323913574,-0.6102422475814819,-1.5267374515533447,-0.44816261529922485,-0.6598129868507385,-1.756999135017395,-0.520206093788147,-0.24380144476890564,-0.9390028119087219,-0.24255824089050293,-0.3237161934375763,-1.3818364143371582,-0.3614219129085541,-0.3716868758201599,-1.6682286262512207,-0.4509265422821045,-0.4157218039035797,-1.9367815256118774,-0.5190623998641968,-0.05226372182369232,-0.8727370500564575,-0.2735140323638916,-0.07429508864879608,-1.2982466220855713,-0.39579319953918457,-0.09954008460044861,-1.5656814575195312,-0.48289552330970764,-0.13544456660747528,-1.8177555799484253,-0.5440086126327515,0.1398872435092926,-0.7267099022865295,-0.3145037293434143,0.209513321518898,-1.037337303161621,-0.42764124274253845,0.23981183767318726,-1.25537109375,-0.49149224162101746,0.2492595613002777,-1.4769184589385986,-0.5364067554473877
Hello,0.0,0.0,0.0,-0.2842578887939453,-0.10303789377212524,-0.14984655380249023,-0.5549371838569641,-0.3290184736251831,-0.2618967890739441,-0.7672868371009827,-0.5133334994316101,-0.3612487316131592,-0.9598188400268555,-0.6399540901184082,-0.46500205993652344,-0.42403164505958557,-0.8849876523017883,-0.22456148266792297,-0.5425682663917542,-1.2769169807434082,-0.3522876799106598,-0.605434238910675,-1.5208520889282227,-0.44662514328956604,-0.6563528776168823,-1.7504527568817139,-0.5190742611885071,-0.24046489596366882,-0.9401859641075134,-0.24130262434482574,-0.31996116042137146,-1.3795188665390015,-0.3601900339126587,-0.3684619069099426,-1.6623789072036743,-0.449463427066803,-0.4132305979728699,-1.929195761680603,-0.5175780057907104,-0.05019272491335869,-0.8732593655586243,-0.27244532108306885,-0.07235774397850037,-1.2960408926010132,-0.39577576518058777,-0.09854984283447266,-1.5597374439239502,-0.48260602355003357,-0.1347958892583847,-1.8105075359344482,-0.5434727668762207,0.1398923248052597,-0.7263334393501282,-0.3136732578277588,0.20927417278289795,-1.0348942279815674,-0.4279034733772278,0.2397361844778061,-1.2522969245910645,-0.4922875761985779,0.25020289421081543,-1.4746946096420288,-0.537727952003479
